번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
8677,동물병원,02_03_01_P,3040000,,2018-04-18,,1,영업/정상,0,정상,,,,,02-464-7582,82,,서울특별시 광진구 중곡동 162-8,서울특별시 광진구 능동로43길 3-5 (중곡동),4915,스마트동물병원군자점,2022-12-01 14:45,U,2022-12-03 2:40,,207107.9286,450953.281,동물병원,,0,0
8678,동물병원,02_03_01_P,3240000,,2001-04-13,,1,영업/정상,0,정상,,,,,02-474-0117,0,,,서울특별시 강동구 구천면로 289 (천호동),5320,다래동물병원,2023-02-17 13:32,U,2023-05-26 8:48,,211723.3686,449296.3224,동물병원,,0,0
8679,동물병원,02_03_01_P,3040000,,1997-11-27,,1,영업/정상,0,정상,,,,,457-0292,40.88,,서울특별시 광진구 구의동 659번지 세림리오빌아파트 제비1-1호,서울특별시 광진구 아차산로 451 (구의동),5046,프라임동물병원,2019-03-06 16:19,U,2019-03-08 2:40,,208060.4678,448564.9925,동물병원,,0,
8680,동물병원,02_03_01_P,3040000,,1999-01-22,,1,영업/정상,0,정상,,,,,444-7533,127,,서울특별시 광진구 광장동 517-5번지 삼익아파트,서울특별시 광진구 아차산로 493 (광장동),4984,동서울동물병원,2019-03-06 15:24,U,2019-03-08 2:40,,208431.9276,448842.2326,동물병원,,0,
8681,동물병원,02_03_01_P,3040000,,2000-11-27,,1,영업/정상,0,정상,,,,,467-3673,98.18,,서울특별시 광진구 화양동 216,서울특별시 광진구 광나루로 392-1 (화양동),5009,피카소동물병원,2023-05-04 14:05,U,2023-05-07 2:40,,206405.8447,449450.171,동물병원,,0,0
8682,동물병원,02_03_01_P,3040000,,2000-07-21,,1,영업/정상,0,정상,,,,,446-2349,52.93,,서울특별시 광진구 중곡동 58-18번지,서울특별시 광진구 용마산로 66 (중곡동),4944,용마동물병원,2019-03-06 16:07,U,2019-03-08 2:40,,207695.4807,450809.0283,동물병원,,0,
8683,동물병원,02_03_01_P,3040000,,2002-12-26,,1,영업/정상,0,정상,,,,,462-5595,58,,서울특별시 광진구 중곡동 241-34번지,서울특별시 광진구 긴고랑로 47 (중곡동),4909,중곡동물병원,2019-03-06 16:11,U,2019-03-08 2:40,,207137.4686,451166.3512,동물병원,,0,
8684,동물병원,02_03_01_P,3040000,,2002-03-07,,1,영업/정상,0,정상,,,,,454-9975,65,,서울특별시 광진구 중곡동 161-27번지,서울특별시 광진구 능동로 334 (중곡동),4928,방주종합동물병원,2019-03-06 15:48,U,2019-03-08 2:40,,207082.1965,450786.4207,동물병원,,0,
8685,동물병원,02_03_01_P,3040000,,2003-09-26,,1,영업/정상,0,정상,,,,,457-4545,125.4,,서울특별시 광진구 구의동 68-37,서울특별시 광진구 광나루로 507 (구의동),4976,광진동물의료센터,2023-09-27 13:21,U,2023-09-29 2:40,,207526.5902,449223.7496,동물병원,,0,0
8686,동물병원,02_03_01_P,3040000,,2005-06-02,,1,영업/정상,0,정상,,,,,463-7075,53.82,,서울특별시 광진구 자양동 553-280,서울특별시 광진구 뚝섬로 504 (자양동),5085,이다종합동물병원,2022-12-01 14:43,U,2022-12-03 2:40,,205770.3813,448175.1873,동물병원,,0,0
8687,동물병원,02_03_01_P,3040000,,2005-10-05,,1,영업/정상,0,정상,,,,,463-3216,59.71,,서울특별시 광진구 군자동 1-2,서울특별시 광진구 능동로 283 (군자동),4997,나래동물병원,2022-12-01 14:44,U,2022-12-03 2:40,,206836.098,450344.7996,동물병원,,0,0
8688,동물병원,02_03_01_P,3040000,,2006-07-03,,1,영업/정상,0,정상,,,,,465-7582,60.08,,서울특별시 광진구 군자동 363-4번지,서울특별시 광진구 군자로 84 (군자동),5004,보람동물병원,2019-03-06 15:49,U,2019-03-08 2:40,,206218.5991,449808.4901,동물병원,,0,
8689,동물병원,02_03_01_P,3040000,,2007-07-05,,1,영업/정상,0,정상,,,,,455-0077,99.64,,서울특별시 광진구 능동 256-1,서울특별시 광진구 천호대로 642-1 (능동),4987,애플동물병원,2022-12-01 14:44,U,2022-12-03 2:40,,207733.2662,450105.9138,동물병원,,0,0
8690,동물병원,02_03_01_P,3040000,,2008-03-04,,1,영업/정상,0,정상,,,,,457-8575,49.14,,서울특별시 광진구 자양동 606-14번지,서울특별시 광진구 뚝섬로 622-1 (자양동),5099,로엘동물병원,2019-03-06 15:47,U,2019-03-08 2:40,,206893.8435,447758.903,동물병원,,0,
8691,동물병원,02_03_01_P,3040000,,2008-04-30,,1,영업/정상,0,정상,,,,,02-6954-7582,99,,서울특별시 광진구 자양동 662-13,서울특별시 광진구 뚝섬로 670 (자양동),5102,해맑은동물병원,2021-06-02 15:39,U,2021-06-08 2:40,,207349.5107,447708.9397,동물병원,,0,
8692,동물병원,02_03_01_P,3240000,,1996-05-13,,1,영업/정상,0,정상,,,,,02-429-8822,102,,서울특별시 강동구 상일동 341-2,"서울특별시 강동구 상일로 13, 1,2층 (상일동)",5283,GD동물병원,2023-02-17 13:24,U,2023-02-19 2:40,,215227.4092,449568.5218,동물병원,,0,0
8693,동물병원,02_03_01_P,3240000,,1999-06-29,,1,영업/정상,0,정상,,,,,02-484-0075,120.4,,서울특별시 강동구 길동 151,"서울특별시 강동구 천호대로 1199, 1층 104호 (길동)",5350,길종합동물병원,2023-02-17 13:25,U,2023-02-19 2:40,,212670.29,448106.911,동물병원,,0,0
8694,동물병원,02_03_01_P,3240000,,1999-09-14,,1,영업/정상,0,정상,,,,,02-484-8414,0,,서울특별시 강동구 천호동 397-27 24통1반,서울특별시 강동구 구천면로 237 (천호동),5326,세종동물병원,2023-02-17 13:26,U,2023-02-19 2:40,,211455.5291,448840.0684,동물병원,,0,0
8695,동물병원,02_03_01_P,3240000,,2000-05-31,,1,영업/정상,0,정상,,,,,02-441-8588,52.2,,서울특별시 강동구 암사동 451-12 5통8반,서울특별시 강동구 고덕로 101 (암사동),5237,가나동물병원,2023-02-17 13:32,U,2023-02-19 2:40,,212011.1972,450302.952,동물병원,,0,0
8696,동물병원,02_03_01_P,3040000,,2016-04-04,,1,영업/정상,0,정상,,,,,468-6612,93.57,,서울특별시 광진구 자양동 550-1,"서울특별시 광진구 능동로 49 (자양동, 영지빌딩)",5074,로얄 도그앤캣 메디컬센터,2023-09-21 17:32,U,2023-09-23 2:40,,205969.966,448175.9174,동물병원,,0,0
8697,동물병원,02_03_01_P,3040000,,2017-12-08,,1,영업/정상,0,정상,,,,,02-446-8175,189,,서울특별시 광진구 구의동 611 구의현대2단지아파트,"서울특별시 광진구 광나루로56길 66, 201, 202호 (구의동)",5118,광진24시필동물병원,2022-12-16 10:13,U,2022-12-18 2:40,,208403.7461,448490.2392,동물병원,,0,0
8698,동물병원,02_03_01_P,3040000,,2017-03-28,,1,영업/정상,0,정상,,,,,02-2024-1253,55.16,,,"서울특별시 광진구 아차산로 272 (자양동, 이마트 자양점)",5065,쿨펫동물병원,2022-12-01 14:45,U,2023-05-26 8:48,,206349.675,448396.9397,동물병원,,0,0
8699,동물병원,02_03_01_P,3040000,,2017-09-25,,1,영업/정상,0,정상,,,,,24550975,65,,,서울특별시 광진구 광나루로 524 (구의동),5031,연두동물병원,2022-05-03 14:22,U,2022-05-05 2:40,,207679.129,449166.0737,동물병원,,0,0
8700,동물병원,02_03_01_P,3040000,,2013-05-07,,1,영업/정상,0,정상,,,,,450-0472,1674.45,,서울특별시 광진구 화양동 1,서울특별시 광진구 능동로 120 (화양동),5029,건국대학교 부속 동물병원,2024-03-20 18:45,U,2024-03-23 2:40,,206445.8811,448922.8817,동물병원,,L00,0
8701,동물병원,02_03_01_P,3240000,,2002-07-09,,1,영업/정상,0,정상,,,,,02-488-7463,0,,,서울특별시 강동구 올림픽로 703 (천호동),5245,쥬라기동물병원,2023-06-26 10:17,U,2023-06-28 2:40,,210994.4857,449118.3943,동물병원,,0,0
8702,동물병원,02_03_01_P,3040000,,2005-01-11,,1,영업/정상,0,정상,,,,,455-7570,69,,서울특별시 광진구 광장동 530-39,서울특별시 광진구 광나루로 601 (광장동),4984,쥬라기동물병원,2022-12-01 14:48,U,2022-12-03 2:40,,208344.9129,448875.2865,동물병원,,0,0
8703,동물병원,02_03_01_P,3040000,,2014-12-10,,1,영업/정상,0,정상,,,,,2038-8253,86.31,,서울특별시 광진구 중곡동 119-7,"서울특별시 광진구 천호대로 623-1, 1층 (중곡동)",4931,서울동물병원,2022-12-01 14:45,U,2022-12-03 2:40,,207624.5568,450257.0445,동물병원,,0,0
8704,동물병원,02_03_01_P,3040000,,2011-06-01,,1,영업/정상,0,정상,,,,,457-2220,79,,서울특별시 광진구 자양동 553-588,서울특별시 광진구 뚝섬로 541 (자양동),5070,준동물병원,2023-01-27 14:03,U,2023-01-29 2:40,,206150.6555,448076.7207,동물병원,,0,0
8705,동물병원,02_03_01_P,3040000,,2011-06-02,,1,영업/정상,0,정상,,,,,450-9372,263.4,,서울특별시 광진구 능동 18-0,서울특별시 광진구 능동로 216 (능동),4991,서울어린이대공원동물병원,2023-08-23 17:34,U,2023-08-26 2:40,,207139.2041,449705.6764,동물병원,,L00,0
8706,동물병원,02_03_01_P,3240000,,2004-04-13,,1,영업/정상,0,정상,,,,,02-487-7575,62.25,,서울특별시 강동구 길동 348-5,서울특별시 강동구 양재대로 1508(길동),5343,열린24시동물병원,2023-02-17 13:36,U,2023-02-19 2:40,,212411.9719,448670.0483,동물병원,,0,0
8707,동물병원,02_03_01_P,3240000,,2004-05-31,,1,영업/정상,0,정상,,,,,02-488-8275,161.13,,서울특별시 강동구 성내동 322-6번지 EMK빌딩,"서울특별시 강동구 올림픽로 568, EMK빌딩 2층 (성내동)",5391,박형우동물병원,2020-05-18 16:20,U,2020-05-20 2:40,,210670.3699,447779.7148,동물병원,,0,
8708,동물병원,02_03_01_P,3040000,,2017-01-25,,1,영업/정상,0,정상,,,,,02-498-7588,39.62,,,"서울특별시 광진구 광나루로 361, 2동 103호 (군자동, 광진동양파라곤)",5003,파라곤동물병원,2018-02-20 14:59,I,2018-08-31 23:59,,206091.9386,449581.2499,동물병원,,0,
8709,동물병원,02_03_01_P,3050000,,2007-05-11,,1,영업/정상,0,정상,,,,,02-2234-1379,0,,서울특별시 동대문구 신설동 109-13번지 청계천 대성 스카이렉스1,"서울특별시 동대문구 청계천로 417, 108호 (신설동, 청계천 대성 스카이렉스1)",2586,맑은 동물병원,2019-03-07 11:03,U,2019-03-09 2:40,,202042.8173,452190.1004,동물병원,,0,
8710,동물병원,02_03_01_P,3050000,,2010-06-29,,1,영업/정상,0,정상,,,,,02-957-7075,41.8,,서울특별시 동대문구 용두동 790번지 롯데캐슬피렌체,"서울특별시 동대문구 정릉천동로 58, 1층 125호 (용두동, 롯데캐슬피렌체)",2566,그린동물병원,2019-03-07 11:02,U,2019-03-09 2:40,,203085.8668,452766.0142,동물병원,,0,
8711,동물병원,02_03_01_P,3050000,,2011-11-25,,1,영업/정상,0,정상,,,,,02-3295-3927,49.5,,서울특별시 동대문구 용두동 38-17번지,서울특별시 동대문구 고산자로 393-5 (용두동),2566,엘동물병원,2019-03-07 11:16,U,2019-03-09 2:40,,203254.5201,452487.0427,동물병원,,0,
8712,동물병원,02_03_01_P,3050000,,2013-03-26,,1,영업/정상,0,정상,,,,,02-2242-7975,0,,서울특별시 동대문구 전농동 652-1번지,서울특별시 동대문구 답십리로 77 (전농동),2552,제연동물병원,2019-03-07 11:30,U,2019-03-09 2:40,,204313.8695,452538.1419,동물병원,,0,
8713,동물병원,02_03_01_P,3050000,,2013-05-24,,1,영업/정상,0,정상,,,,,02-2215-7522,256.5,,서울특별시 동대문구 장안동 376-3,서울특별시 동대문구 한천로14길 87(장안동),2628,VIP동물의료센터,2024-04-25 15:59,U,2024-04-27 2:40,,205899.907,451571.3518,동물병원,,0,0
8714,동물병원,02_03_01_P,3050000,,2013-06-11,,1,영업/정상,0,정상,,,,,02-2249-7600,0,,서울특별시 동대문구 장안동 140-8,서울특별시 동대문구 답십리로63길 1(장안동),2529,페트로동물의료원,2022-11-01 17:06,U,2022-11-03 2:40,,205911.322,452287.8441,동물병원,,0,0
8715,동물병원,02_03_01_P,3050000,,2014-05-27,,1,영업/정상,0,정상,,,,,02-6242-7500,0,,서울특별시 동대문구 휘경동 267-84,서울특별시 동대문구 망우로 66 (휘경동),2496,하나동물병원,2021-03-08 18:16,U,2021-03-10 2:40,,205314.4792,454133.1918,동물병원,,0,
8716,동물병원,02_03_01_P,3050000,,2014-05-27,,1,영업/정상,0,정상,,,,,02-969-7579,0,,서울특별시 동대문구 회기동 62-8번지,서울특별시 동대문구 회기로18길 46 (회기동),2460,봄봄동물병원,2019-03-07 11:06,U,2019-03-09 2:40,,204704.0341,454227.3044,동물병원,,0,
8717,동물병원,02_03_01_P,3050000,,2015-06-23,,1,영업/정상,0,정상,,,,,02-6242-8275,0,,서울특별시 동대문구 전농동 322-31번지,서울특별시 동대문구 사가정로 51 (전농동),2553,아띠동물의료센터,2019-03-07 11:15,U,2019-03-09 2:40,,204553.4584,452384.4617,동물병원,,0,
8718,동물병원,02_03_01_P,3050000,,2016-05-24,,1,영업/정상,0,정상,,,,,02-2242-0175,0,,서울특별시 동대문구 장안동 483,"서울특별시 동대문구 한천로 164, 1층 (장안동)",2529,스마트동물병원,2023-07-05 14:47,U,2023-07-07 2:40,,205908.8984,452581.9978,동물병원,,0,0
8719,동물병원,02_03_01_P,3050000,,2017-03-23,,1,영업/정상,0,정상,,,,,02-965-0075,0,,서울특별시 동대문구 이문동 292-10번지 이문동 웰츠타워,"서울특별시 동대문구 이문로 136, 2층 208호 (이문동, 이문동 웰츠타워)",2418,바론동물병원,2019-06-26 9:35,U,2019-06-28 2:40,,205396.3637,455131.6832,동물병원,,0,
8720,동물병원,02_03_01_P,3050000,,2017-08-02,,1,영업/정상,0,정상,,,,,02-2213-8875,0,,서울특별시 동대문구 답십리동 1003-2번지 세기프라자,"서울특별시 동대문구 답십리로 140, 세기프라자 2층 211호 (답십리동)",2598,더케이동물병원,2019-03-07 11:16,U,2019-03-09 2:40,,204845.8743,452243.877,동물병원,,0,
8721,동물병원,02_03_01_P,3050000,,2018-06-14,,1,영업/정상,0,정상,,,,,02-2242-7510,59.04,,서울특별시 동대문구 답십리동 490-57번지,서울특별시 동대문구 전농로 15-3 (답십리동),2605,하이유 동물병원,2019-03-07 11:14,U,2019-03-09 2:40,,204869.6881,451594.3325,동물병원,,0,
8722,동물병원,02_03_01_P,3050000,,1990-08-01,,1,영업/정상,0,정상,,,,,02-2244-7755,26,,서울특별시 동대문구 휘경동 34-48번지,서울특별시 동대문구 망우로 120 (휘경동),2501,심재웅동물병원,2019-03-07 11:05,U,2019-03-09 2:40,,205804.989,454312.287,동물병원,,0,
8723,동물병원,02_03_01_P,3050000,,1997-05-09,,1,영업/정상,0,정상,,,,,02-2244-7479,60.83,,서울특별시 동대문구 장안동 100-8번지,서울특별시 동대문구 사가정로 221 (장안동),2518,박철환동물병원,2019-03-07 11:13,U,2019-03-09 2:40,,206086.5914,452959.773,동물병원,,0,
8724,동물병원,02_03_01_P,3050000,,1998-02-10,,1,영업/정상,0,정상,,,,,02-2212-5233,348,,서울특별시 동대문구 장안동 186-12번지,"서울특별시 동대문구 한천로 94, 1층 (장안동)",2626,뉴월드동물병원,2019-04-25 9:26,U,2019-04-27 2:40,,205631.5646,451925.9077,동물병원,,0,
8725,동물병원,02_03_01_P,3050000,,1999-04-14,,1,영업/정상,0,정상,,,,,02-2214-6129,0,,서울특별시 동대문구 답십리동 250-1,서울특별시 동대문구 전농로 77(답십리동),2599,그랜드동물병원,2022-04-29 10:18,U,2022-05-01 2:40,,204974.8297,452169.7813,동물병원,,0,0
8726,동물병원,02_03_01_P,3050000,,1999-08-18,,1,영업/정상,0,정상,,,,,02-967-0877,23.28,,서울특별시 동대문구 이문동 324-3,서울특별시 동대문구 이문로 80 (이문동),2440,애니케어동물병원,2021-10-12 11:08,U,2021-10-14 2:40,,205129.3653,454637.822,동물병원,,0,0
8727,동물병원,02_03_01_P,3050000,,1999-08-26,,1,영업/정상,0,정상,,,,,02-963-7582,49.8,,서울특별시 동대문구 청량리동 359번지,"서울특별시 동대문구 홍릉로 48-1, 1층 (청량리동)",2484,푸른종합동물병원,2020-01-09 11:18,U,2020-01-11 2:40,,203823.0185,453587.7078,동물병원,,0,
8728,동물병원,02_03_01_P,3050000,,2001-05-02,,1,영업/정상,0,정상,,,,,02-2215-2022,83.2,,서울특별시 동대문구 장안동 307-3번지,서울특별시 동대문구 장한로 139 (장안동),2530,장평25시동물종합병원,2019-03-07 11:08,U,2019-03-09 2:40,,206237.1581,452292.4491,동물병원,,0,
8729,동물병원,02_03_01_P,3050000,,2003-10-24,,1,영업/정상,0,정상,,,,,02-925-3686,90,,서울특별시 동대문구 용두동 732-5번지,"서울특별시 동대문구 안암로 40, 1층 (용두동)",2578,안암동물병원,2019-03-07 11:04,U,2019-03-09 2:40,,202296.947,453139.0551,동물병원,,0,
8730,동물병원,02_03_01_P,3050000,,2004-03-30,,1,영업/정상,0,정상,,,,,02-2244-1081,94.3,,서울특별시 동대문구 전농동 38-24번지,서울특별시 동대문구 사가정로 121 (전농동),2507,주주동물병원,2019-03-07 11:12,U,2019-03-09 2:40,,205096.0319,452842.9271,동물병원,,0,
8731,동물병원,02_03_01_P,3050000,,2005-10-25,,1,영업/정상,0,정상,,,,,02-960-7501,92.16,,서울특별시 동대문구 청량리동 400번지,서울특별시 동대문구 홍릉로 64-1 (청량리동),2484,디아크동물병원,2019-03-07 11:04,U,2019-03-09 2:40,,203775.3468,453738.4941,동물병원,,0,
8743,동물병원,02_03_01_P,3050000,,2020-09-16,,1,영업/정상,0,정상,,,,,02-2217-8930,0,,서울특별시 동대문구 답십리동 52-3,"서울특별시 동대문구 전농로 80, 1층 (답십리동)",2606,아이원 동물병원,2023-06-26 16:28,U,2023-06-28 2:40,,205018.2104,452185.8241,동물병원,,0,0
8745,동물병원,02_03_01_P,3230000,,2020-09-15,,1,영업/정상,0,정상,,,,,02-402-3270,0,,서울특별시 송파구 문정동 652-5 문정아이파크,"서울특별시 송파구 법원로4길 6, 문정아이파크 128-9호 (문정동)",5855,동물병원알루,2023-11-14 9:20,U,2023-11-16 2:40,,,,동물병원,,0,0
8749,동물병원,02_03_01_P,3160000,,2020-09-09,,1,영업/정상,0,정상,,,,,220887578,0,,"서울특별시 구로구 항동 128-14 와이제이프라자 104, 204호","서울특별시 구로구 항동로3길 4, 와이제이프라자 104, 204호 (항동)",8368,항동푸른숲동물병원,2022-01-05 14:35,U,2022-01-07 2:40,,184418.0953,442097.1354,동물병원,,0,0
8757,동물병원,02_03_01_P,3210000,,2020-10-12,,1,영업/정상,0,정상,,,,,02-6925-2225,164.9,,서울특별시 서초구 방배동 926-3,"서울특별시 서초구 방배로19길 19, 1층 (방배동)",6682,서울종합동물병원방배,2023-08-11 15:36,U,2023-08-13 2:40,,199403.0524,442528.8931,동물병원,,0,0
8765,동물병원,02_03_01_P,3180000,,2020-10-16,,1,영업/정상,0,정상,,,,,,0,,서울특별시 영등포구 양평동4가 281 르네상스 한강 오피스텔,"서울특별시 영등포구 양평로12가길 14, 르네상스 한강 오피스텔 1층 103호 (양평동4가)",7222,플러스동물메디컬센터,2021-04-14 11:37,U,2021-04-16 2:40,,191060.6883,448289.6179,동물병원,,0,0
8769,동물병원,02_03_01_P,3100000,,2020-10-30,,1,영업/정상,0,정상,,,,,070-4351-3854,0,,서울특별시 노원구 상계동 318-2 (주)노원24시동물의료센터 3층,"서울특별시 노원구 노원로 408, (주)노원24시동물의료센터 3층 (상계동)",1704,앤(N)고양이병원,2023-10-04 11:13,U,2023-10-07 2:40,,205942.293,461202.0041,동물병원,,0,0
8772,동물병원,02_03_01_P,3060000,,2020-11-09,,1,영업/정상,0,정상,,,,,949-7577,0,,서울특별시 중랑구 묵동 238-8 하태윤산부인과,"서울특별시 중랑구 동일로 925, 3층 (묵동)",2005,치료해 주오,2023-11-06 15:35,U,2023-11-08 2:40,,206712.6457,456738.4412,동물병원,,L00,0
8774,동물병원,02_03_01_P,3110000,,2020-11-09,,1,영업/정상,0,정상,,,,,02-6956-7599,464.83,,서울특별시 은평구 불광동 276-32,서울특별시 은평구 불광로 59(불광동),3358,동물병원 움,2023-03-20 17:02,U,2023-03-22 2:40,,193901.0542,456670.8458,동물병원,,0,0
8780,동물병원,02_03_01_P,3230000,,2020-11-18,,1,영업/정상,0,정상,,,,,070-4349-3357,0,,서울특별시 송파구 잠실동 242-2,"서울특별시 송파구 석촌호수로 104, 1층 (잠실동)",5566,도그마루 동물병원,2023-05-12 15:39,U,2023-05-14 2:40,,207751.1281,445064.4879,동물병원,,0,0
8781,동물병원,02_03_01_P,3240000,,2022-10-12,,1,영업/정상,0,정상,,,,,02-478-2208,18,,서울특별시 강동구 길동 402-10,서울특별시 강동구 천호대로191길 6(길동),5350,양지가축동물병원,2023-02-17 13:50,U,2023-02-19 2:40,,212700.3161,448138.4015,동물병원,,0,0
8784,동물병원,02_03_01_P,3240000,,2022-10-27,,1,영업/정상,0,정상,,,,,,25,,서울특별시 강동구 둔촌동 618-13,"서울특별시 강동구 동남로49길 60-4, 102호 (둔촌동)",5366,힐동물병원,2022-12-29 11:25,U,2022-12-31 2:40,,212895.2814,447860.8593,동물병원,,0,0
8791,동물병원,02_03_01_P,3210000,,2022-10-18,,1,영업/정상,0,정상,,,,,02-521-0525,97.48,,서울특별시 서초구 서초동 1600-11 서초레몬 201호,"서울특별시 서초구 서초중앙로 45, 서초레몬 2층 201호 (서초동)",6654,시니어 동물병원,2022-11-22 16:05,U,2022-11-24 2:40,,201296.3982,442621.2761,동물병원,,0,0
8795,동물병원,02_03_01_P,3230000,,2022-11-04,,1,영업/정상,0,정상,,,,,02-6953-7502,0,,서울특별시 송파구 삼전동 28-2,"서울특별시 송파구 삼전로 56, 1~4층 (삼전동)",5581,리베동물메디컬센터,2023-08-17 16:56,U,2023-08-19 2:40,,207700.7777,444619.911,동물병원,,0,0
8807,동물병원,02_03_01_P,3210000,,2022-09-08,,1,영업/정상,0,정상,,,,,02-588-8661,87.32,,서울특별시 서초구 방배동 444-15,"서울특별시 서초구 동작대로 20, 3층 (방배동)",6693,동편동물혈액검진센터,2023-01-04 14:00,U,2023-01-07 2:40,,198345.2799,441782.3048,동물병원,,0,0
8814,동물병원,02_03_01_P,3240000,,2022-10-24,,1,영업/정상,0,정상,,,,,02-441-2202,72.79,,서울특별시 강동구 명일동 46-2 고덕역 효성해링턴 타워 더퍼스트 123호,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 122,123호 (명일동)",5269,아이안 동물의료센터,2022-12-26 17:39,U,2022-12-28 2:40,,213593.1379,450274.3825,동물병원,,0,0
8817,동물병원,02_03_01_P,3070000,,2022-10-24,,1,영업/정상,0,정상,,,,,02-922-7555,82,,서울특별시 성북구 보문동7가 102 (주)참존글로벌워크,"서울특별시 성북구 보문로 51, (주)참존글로벌워크 1층 (보문동7가)",2873,포포동물병원,2022-10-24 9:44,I,2022-10-26 0:22,,201873.0764,453075.56,동물병원,,0,0
8821,동물병원,02_03_01_P,3020000,,2021-04-23,,1,영업/정상,0,정상,,,,,02-6956-2280,148.05,,서울특별시 용산구 한남동 737-4 1층,"서울특별시 용산구 이태원로 227, 1층 (한남동)",4349,더벳한남동물병원,2021-04-30 10:09,U,2021-05-02 2:40,,199826.5328,448157.3162,동물병원,,0,
8826,동물병원,02_03_01_P,3180000,,2021-04-13,,1,영업/정상,0,정상,,,,,02-832-7505,0,,서울특별시 영등포구 신길동 4937 신길뉴타운 한화 꿈에그린,"서울특별시 영등포구 신길로 119, 112동 비103호,비104호,비105호 (신길동, 신길뉴타운 한화 꿈에그린)",7400,시그널동물병원,2022-06-24 17:37,U,2022-06-26 2:40,,191937.5546,444531.7292,동물병원,,0,0
8827,동물병원,02_03_01_P,3220000,,2021-04-08,,1,영업/정상,0,정상,,,,,02-2237-7582,,,서울특별시 강남구 청담동 46 베디베로스퀘어,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 5층 (청담동)",6068,놀로동물행동클리닉,2021-04-08 9:40,I,2021-04-10 0:23,,204264.724,446357.6167,동물병원,,0,
8846,동물병원,02_03_01_P,3210000,,2021-05-17,,1,영업/정상,0,정상,,,,,02-2039-9780,53.3,,서울특별시 서초구 잠원동 72-2 반원상가,"서울특별시 서초구 신반포로23길 30, 반원상가 1층 109호 (잠원동)",6510,파파동물병원,2023-04-13 13:53,U,2023-04-15 2:40,,200246.2551,445174.1939,동물병원,,0,0
8847,동물병원,02_03_01_P,3220000,,2021-04-10,,1,영업/정상,0,정상,,,,,02-511-7522,0,,서울특별시 강남구 청담동 46 베디베로스퀘어,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 2,3,4층 (청담동)",6068,VIP동물의료센터 청담점,2024-04-05 13:40,U,2024-04-07 2:40,,204264.724,446357.6167,동물병원,,0,0
8858,동물병원,02_03_01_P,3220000,,2021-04-01,,1,영업/정상,0,정상,,,,,02-511-7522,0,,서울특별시 강남구 청담동 46 베디베로스퀘어 7층,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 7층 (청담동)",6068,VIP동물한방재활의학센터by.Dr.신사경,2024-01-19 14:45,U,2024-01-21 2:40,,204264.724,446357.6167,동물병원,,0,0
8880,동물병원,02_03_01_P,3090000,,2021-04-21,,1,영업/정상,0,정상,,,,,269547544,74.13,,서울특별시 도봉구 쌍문동 256 에벤에셀아파트,"서울특별시 도봉구 해등로 255, 101동 1층 121~123호 (쌍문동, 에벤에셀아파트)",1429,보듬동물병원,2021-04-21 11:36,I,2021-04-23 0:22,,202422.3136,461665.3857,동물병원,,0,
8927,동물병원,02_03_01_P,5310000,,2017-09-15,,1,영업/정상,0,정상,,,,,055-752-3365,73.32,,,"경상남도 진주시 사들로 52, 105호 (충무공동, 배제빌딩)",52854,굿닥터동물병원,2019-01-14 11:54,U,2019-01-16 2:40,,304585.6765,186496.8407,동물병원,,0,
8957,동물병원,02_03_01_P,5340000,,2004-11-26,,1,영업/정상,0,정상,,,,,,12,,,경상남도 사천시 사천읍 두량로 6,52515,사천동물병원,2019-05-07 14:33,U,2019-05-09 2:40,,300081.9679,177365.6662,동물병원,,0,
8974,동물병원,02_03_01_P,5480000,,2016-04-26,,1,영업/정상,0,정상,,,,,,89.1,,,"경상남도 합천군 합천읍 옥산로 16, 101호 (까치빌라)",50232,태민동물병원,2019-03-07 9:45,U,2019-03-09 2:40,,304784.0985,230497.4838,동물병원,,0,
9160,동물병원,02_03_01_P,3060000,,2024-01-02,,1,영업/정상,0,정상,,,,,02-433-0787,42.9,,서울특별시 중랑구 상봉동 137-16,"서울특별시 중랑구 중랑천로 81, 101호 (상봉동)",2118,중랑차동물병원,2024-01-02 10:23,I,2024-01-04 0:16,,206345.4735,454460.8219,동물병원,,0,0
9174,동물병원,02_03_01_P,3940000,,2014-04-30,,1,영업/정상,0,정상,,,,,031-970-0075,,,,경기도 고양시 덕양구 중앙로 628 (화정동),10503,서울프라임 동물병원,2014-04-30 17:06,I,2018-08-31 23:59,,184828.9247,458367.0876,동물병원,,0,
